period_in_session,subject,behavioral_evaluator_choice,bayes_evaluator_choice,session,subject_in_session,group,q,bluecore,blueshell,block,period_in_block,evaluator_choice,payoff,game,order,bluereport,period_in_treatment,role,urn,reporter_choice,reporter_truth,q8,lateblock,cc,hf,cl,ca,orangereport_orangecore,bluereport_bluecore,bluereport_orangecore,orangereport_bluecore,oreport_ocore_vs_breport_bcore,breport_bcore_vs_breport_ocore,breport_ocore_vs_oreport_bcore
57,58,,,3,12,1,8,1,1,4,9,66.67,.67,CC,6868,1,25,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
58,58,,,3,12,1,8,1,1,4,10,66.67,.67,CC,6868,1,26,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
59,58,,,3,12,1,8,1,1,4,11,66.67,.67,CC,6868,1,27,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
60,58,,,3,12,1,8,1,1,4,12,66.67,.67,CC,6868,1,28,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
61,58,,,3,12,1,8,1,1,4,13,66.67,.67,CC,6868,1,29,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
62,58,,,3,12,1,8,1,1,4,14,66.67,.67,CC,6868,1,30,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
63,58,,,3,12,1,8,0,0,4,15,0,0,CC,6868,1,31,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
64,58,,,3,12,1,8,1,1,4,16,66.67,.67,CC,6868,1,32,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
1,59,,,3,13,1,6,0,0,1,1,0,0,CC,6868,1,1,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
2,59,,,3,13,1,6,1,1,1,2,66.67,.67,CC,6868,1,2,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
3,59,,,3,13,1,6,1,0,1,3,0,0,CC,6868,0,3,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
4,59,,,3,13,1,6,0,0,1,4,66.67,.67,CC,6868,0,4,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
5,59,,,3,13,1,6,1,1,1,5,66.67,.67,CC,6868,1,5,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
6,59,,,3,13,1,6,0,0,1,6,66.67,.67,CC,6868,0,6,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
7,59,,,3,13,1,6,0,0,1,7,0,0,CC,6868,1,7,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
8,59,,,3,13,1,6,1,1,1,8,66.67,.67,CC,6868,1,8,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
9,59,,,3,13,1,6,1,0,1,9,0,0,CC,6868,0,9,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
10,59,,,3,13,1,6,0,0,1,10,66.67,.67,CC,6868,0,10,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
11,59,,,3,13,1,6,0,1,1,11,0,0,CC,6868,1,11,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
12,59,,,3,13,1,6,0,1,1,12,0,0,CC,6868,1,12,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
13,59,,,3,13,1,6,1,1,1,13,66.67,.67,CC,6868,1,13,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
14,59,,,3,13,1,6,1,1,1,14,66.67,.67,CC,6868,1,14,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
15,59,,,3,13,1,6,0,1,1,15,0,0,CC,6868,1,15,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
16,59,,,3,13,1,6,0,0,1,16,66.67,.67,CC,6868,0,16,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
17,59,,,3,13,1,8,1,1,2,1,66.67,.67,CC,6868,1,1,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
18,59,,,3,13,1,8,1,1,2,2,66.67,.67,CC,6868,1,2,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
19,59,,,3,13,1,8,1,1,2,3,66.67,.67,CC,6868,1,3,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
20,59,,,3,13,1,8,1,0,2,4,66.67,.67,CC,6868,1,4,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
21,59,,,3,13,1,8,1,0,2,5,66.67,.67,CC,6868,1,5,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
22,59,,,3,13,1,8,1,1,2,6,66.67,.67,CC,6868,1,6,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
23,59,,,3,13,1,8,0,0,2,7,66.67,.67,CC,6868,0,7,reporter,informative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
24,59,,,3,13,1,8,0,0,2,8,66.67,.67,CC,6868,0,8,reporter,informative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
25,59,,,3,13,1,8,0,0,2,9,66.67,.67,CC,6868,0,9,reporter,informative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
26,59,,,3,13,1,8,0,0,2,10,66.67,.67,CC,6868,0,10,reporter,uninformative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
27,59,,,3,13,1,8,1,1,2,11,66.67,.67,CC,6868,1,11,reporter,uninformative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
28,59,,,3,13,1,8,1,1,2,12,66.67,.67,CC,6868,1,12,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
29,59,,,3,13,1,8,1,1,2,13,66.67,.67,CC,6868,1,13,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
30,59,,,3,13,1,8,0,0,2,14,0,0,CC,6868,1,14,reporter,informative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
31,59,,,3,13,1,8,1,0,2,15,0,0,CC,6868,0,15,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
32,59,,,3,13,1,8,1,1,2,16,66.67,.67,CC,6868,1,16,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
33,59,,,3,13,1,6,0,0,3,1,66.67,.67,CC,6868,0,17,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
34,59,,,3,13,1,6,1,0,3,2,0,0,CC,6868,0,18,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
35,59,,,3,13,1,6,0,0,3,3,0,0,CC,6868,1,19,reporter,uninformative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
36,59,,,3,13,1,6,0,0,3,4,66.67,.67,CC,6868,0,20,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
37,59,,,3,13,1,6,0,0,3,5,66.67,.67,CC,6868,0,21,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
38,59,,,3,13,1,6,1,1,3,6,66.67,.67,CC,6868,1,22,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
39,59,,,3,13,1,6,1,0,3,7,0,0,CC,6868,0,23,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
40,59,,,3,13,1,6,1,0,3,8,0,0,CC,6868,0,24,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
41,59,,,3,13,1,6,1,1,3,9,66.67,.67,CC,6868,1,25,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
42,59,,,3,13,1,6,0,0,3,10,66.67,.67,CC,6868,0,26,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
43,59,,,3,13,1,6,1,1,3,11,66.67,.67,CC,6868,1,27,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
44,59,,,3,13,1,6,1,1,3,12,66.67,.67,CC,6868,1,28,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
45,59,,,3,13,1,6,0,0,3,13,66.67,.67,CC,6868,0,29,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
46,59,,,3,13,1,6,0,0,3,14,0,0,CC,6868,1,30,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
47,59,,,3,13,1,6,0,0,3,15,66.67,.67,CC,6868,0,31,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
48,59,,,3,13,1,6,1,1,3,16,66.67,.67,CC,6868,1,32,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
49,59,,,3,13,1,8,0,0,4,1,66.67,.67,CC,6868,0,17,reporter,informative,truth,1,1,1,1,0,0,0,1,0,0,0,0,,
50,59,,,3,13,1,8,1,1,4,2,66.67,.67,CC,6868,1,18,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
51,59,,,3,13,1,8,1,1,4,3,66.67,.67,CC,6868,1,19,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
52,59,,,3,13,1,8,1,1,4,4,66.67,.67,CC,6868,1,20,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
53,59,,,3,13,1,8,1,0,4,5,66.67,.67,CC,6868,1,21,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
54,59,,,3,13,1,8,1,0,4,6,66.67,.67,CC,6868,1,22,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
55,59,,,3,13,1,8,1,1,4,7,66.67,.67,CC,6868,1,23,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
56,59,,,3,13,1,8,0,0,4,8,0,0,CC,6868,1,24,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
57,59,,,3,13,1,8,1,1,4,9,66.67,.67,CC,6868,1,25,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
58,59,,,3,13,1,8,1,0,4,10,66.67,.67,CC,6868,1,26,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
59,59,,,3,13,1,8,1,0,4,11,66.67,.67,CC,6868,1,27,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
60,59,,,3,13,1,8,1,1,4,12,66.67,.67,CC,6868,1,28,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
61,59,,,3,13,1,8,1,0,4,13,66.67,.67,CC,6868,1,29,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
62,59,,,3,13,1,8,0,0,4,14,0,0,CC,6868,1,30,reporter,uninformative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
63,59,,,3,13,1,8,1,1,4,15,66.67,.67,CC,6868,1,31,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
64,59,,,3,13,1,8,0,0,4,16,66.67,.67,CC,6868,0,32,reporter,informative,truth,1,1,1,1,0,0,0,1,0,0,0,0,,
1,60,,,3,14,1,6,0,1,1,1,0,0,CC,6868,1,1,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
2,60,,,3,14,1,6,0,0,1,2,66.67,.67,CC,6868,0,2,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
3,60,,,3,14,1,6,0,0,1,3,0,0,CC,6868,1,3,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
4,60,,,3,14,1,6,1,0,1,4,66.67,.67,CC,6868,1,4,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
5,60,,,3,14,1,6,1,1,1,5,66.67,.67,CC,6868,1,5,reporter,informative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
6,60,,,3,14,1,6,0,1,1,6,0,0,CC,6868,1,6,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
7,60,,,3,14,1,6,0,0,1,7,66.67,.67,CC,6868,0,7,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
8,60,,,3,14,1,6,1,1,1,8,66.67,.67,CC,6868,1,8,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
9,60,,,3,14,1,6,1,1,1,9,66.67,.67,CC,6868,1,9,reporter,informative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
10,60,,,3,14,1,6,1,0,1,10,66.67,.67,CC,6868,1,10,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
11,60,,,3,14,1,6,0,0,1,11,66.67,.67,CC,6868,0,11,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
12,60,,,3,14,1,6,0,0,1,12,0,0,CC,6868,1,12,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
13,60,,,3,14,1,6,1,1,1,13,66.67,.67,CC,6868,1,13,reporter,informative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
14,60,,,3,14,1,6,1,0,1,14,66.67,.67,CC,6868,1,14,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
15,60,,,3,14,1,6,0,0,1,15,0,0,CC,6868,1,15,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
16,60,,,3,14,1,6,0,0,1,16,0,0,CC,6868,1,16,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
17,60,,,3,14,1,8,1,1,2,1,66.67,.67,CC,6868,1,1,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
18,60,,,3,14,1,8,1,1,2,2,66.67,.67,CC,6868,1,2,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
19,60,,,3,14,1,8,1,1,2,3,66.67,.67,CC,6868,1,3,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
20,60,,,3,14,1,8,1,1,2,4,66.67,.67,CC,6868,1,4,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
21,60,,,3,14,1,8,1,1,2,5,66.67,.67,CC,6868,1,5,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
22,60,,,3,14,1,8,1,1,2,6,66.67,.67,CC,6868,1,6,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
23,60,,,3,14,1,8,1,1,2,7,66.67,.67,CC,6868,1,7,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
24,60,,,3,14,1,8,1,0,2,8,66.67,.67,CC,6868,1,8,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
25,60,,,3,14,1,8,1,0,2,9,66.67,.67,CC,6868,1,9,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
26,60,,,3,14,1,8,0,0,2,10,0,0,CC,6868,1,10,reporter,informative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
27,60,,,3,14,1,8,1,1,2,11,66.67,.67,CC,6868,1,11,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
28,60,,,3,14,1,8,1,1,2,12,66.67,.67,CC,6868,1,12,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
29,60,,,3,14,1,8,1,1,2,13,66.67,.67,CC,6868,1,13,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
30,60,,,3,14,1,8,1,0,2,14,66.67,.67,CC,6868,1,14,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
31,60,,,3,14,1,8,0,0,2,15,0,0,CC,6868,1,15,reporter,uninformative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
32,60,,,3,14,1,8,1,1,2,16,66.67,.67,CC,6868,1,16,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
33,60,,,3,14,1,6,1,1,3,1,66.67,.67,CC,6868,1,17,reporter,uninformative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
34,60,,,3,14,1,6,0,0,3,2,66.67,.67,CC,6868,0,18,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
35,60,,,3,14,1,6,1,1,3,3,66.67,.67,CC,6868,1,19,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
36,60,,,3,14,1,6,0,0,3,4,0,0,CC,6868,1,20,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
37,60,,,3,14,1,6,0,0,3,5,0,0,CC,6868,1,21,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
38,60,,,3,14,1,6,0,0,3,6,0,0,CC,6868,1,22,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
39,60,,,3,14,1,6,1,1,3,7,66.67,.67,CC,6868,1,23,reporter,informative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
40,60,,,3,14,1,6,1,1,3,8,66.67,.67,CC,6868,1,24,reporter,informative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
41,60,,,3,14,1,6,1,0,3,9,66.67,.67,CC,6868,1,25,reporter,uninformative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
42,60,,,3,14,1,6,0,0,3,10,0,0,CC,6868,1,26,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
43,60,,,3,14,1,6,1,1,3,11,66.67,.67,CC,6868,1,27,reporter,uninformative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
44,60,,,3,14,1,6,0,0,3,12,0,0,CC,6868,1,28,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
45,60,,,3,14,1,6,0,0,3,13,0,0,CC,6868,1,29,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
46,60,,,3,14,1,6,1,1,3,14,66.67,.67,CC,6868,1,30,reporter,informative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
47,60,,,3,14,1,6,1,1,3,15,66.67,.67,CC,6868,1,31,reporter,informative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
48,60,,,3,14,1,6,0,0,3,16,0,0,CC,6868,1,32,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
49,60,,,3,14,1,8,1,0,4,1,66.67,.67,CC,6868,1,17,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
50,60,,,3,14,1,8,1,1,4,2,66.67,.67,CC,6868,1,18,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
51,60,,,3,14,1,8,1,0,4,3,66.67,.67,CC,6868,1,19,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
52,60,,,3,14,1,8,1,1,4,4,66.67,.67,CC,6868,1,20,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
53,60,,,3,14,1,8,1,1,4,5,66.67,.67,CC,6868,1,21,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
54,60,,,3,14,1,8,0,0,4,6,0,0,CC,6868,1,22,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
55,60,,,3,14,1,8,1,1,4,7,66.67,.67,CC,6868,1,23,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
56,60,,,3,14,1,8,1,0,4,8,66.67,.67,CC,6868,1,24,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
57,60,,,3,14,1,8,1,1,4,9,66.67,.67,CC,6868,1,25,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
58,60,,,3,14,1,8,1,1,4,10,66.67,.67,CC,6868,1,26,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
59,60,,,3,14,1,8,0,0,4,11,0,0,CC,6868,1,27,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
60,60,,,3,14,1,8,0,0,4,12,0,0,CC,6868,1,28,reporter,uninformative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
61,60,,,3,14,1,8,1,1,4,13,66.67,.67,CC,6868,1,29,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
62,60,,,3,14,1,8,0,0,4,14,0,0,CC,6868,1,30,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
63,60,,,3,14,1,8,1,0,4,15,66.67,.67,CC,6868,1,31,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
64,60,,,3,14,1,8,1,1,4,16,66.67,.67,CC,6868,1,32,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
1,61,,,3,15,1,6,1,0,1,1,0,0,CC,6868,0,1,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
2,61,,,3,15,1,6,0,0,1,2,66.67,.67,CC,6868,0,2,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
3,61,,,3,15,1,6,0,1,1,3,0,0,CC,6868,1,3,reporter,uninformative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
4,61,,,3,15,1,6,0,0,1,4,0,0,CC,6868,1,4,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
5,61,,,3,15,1,6,1,1,1,5,66.67,.67,CC,6868,1,5,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
6,61,,,3,15,1,6,0,0,1,6,66.67,.67,CC,6868,0,6,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
7,61,,,3,15,1,6,0,0,1,7,66.67,.67,CC,6868,0,7,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
8,61,,,3,15,1,6,1,1,1,8,66.67,.67,CC,6868,1,8,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
9,61,,,3,15,1,6,1,0,1,9,0,0,CC,6868,0,9,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
10,61,,,3,15,1,6,0,1,1,10,0,0,CC,6868,1,10,reporter,uninformative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
11,61,,,3,15,1,6,1,0,1,11,0,0,CC,6868,0,11,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
12,61,,,3,15,1,6,1,1,1,12,66.67,.67,CC,6868,1,12,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
13,61,,,3,15,1,6,1,1,1,13,66.67,.67,CC,6868,1,13,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
14,61,,,3,15,1,6,1,0,1,14,0,0,CC,6868,0,14,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
15,61,,,3,15,1,6,1,1,1,15,66.67,.67,CC,6868,1,15,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
16,61,,,3,15,1,6,0,0,1,16,66.67,.67,CC,6868,0,16,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
17,61,,,3,15,1,8,1,1,2,1,66.67,.67,CC,6868,1,1,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
18,61,,,3,15,1,8,1,1,2,2,66.67,.67,CC,6868,1,2,reporter,uninformative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
19,61,,,3,15,1,8,1,1,2,3,66.67,.67,CC,6868,1,3,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
20,61,,,3,15,1,8,1,1,2,4,66.67,.67,CC,6868,1,4,reporter,uninformative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
21,61,,,3,15,1,8,1,1,2,5,66.67,.67,CC,6868,1,5,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
22,61,,,3,15,1,8,1,0,2,6,0,0,CC,6868,0,6,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
23,61,,,3,15,1,8,1,1,2,7,66.67,.67,CC,6868,1,7,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
24,61,,,3,15,1,8,1,1,2,8,66.67,.67,CC,6868,1,8,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
25,61,,,3,15,1,8,1,0,2,9,0,0,CC,6868,0,9,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
26,61,,,3,15,1,8,1,1,2,10,66.67,.67,CC,6868,1,10,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
27,61,,,3,15,1,8,1,0,2,11,0,0,CC,6868,0,11,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
28,61,,,3,15,1,8,1,0,2,12,0,0,CC,6868,0,12,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
29,61,,,3,15,1,8,1,1,2,13,66.67,.67,CC,6868,1,13,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
30,61,,,3,15,1,8,1,1,2,14,66.67,.67,CC,6868,1,14,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
31,61,,,3,15,1,8,1,1,2,15,66.67,.67,CC,6868,1,15,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
32,61,,,3,15,1,8,1,1,2,16,66.67,.67,CC,6868,1,16,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
33,61,,,3,15,1,6,1,1,3,1,66.67,.67,CC,6868,1,17,reporter,uninformative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
34,61,,,3,15,1,6,1,1,3,2,66.67,.67,CC,6868,1,18,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
35,61,,,3,15,1,6,0,0,3,3,66.67,.67,CC,6868,0,19,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
36,61,,,3,15,1,6,0,0,3,4,66.67,.67,CC,6868,0,20,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
37,61,,,3,15,1,6,0,0,3,5,66.67,.67,CC,6868,0,21,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
38,61,,,3,15,1,6,1,1,3,6,66.67,.67,CC,6868,1,22,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
39,61,,,3,15,1,6,0,0,3,7,66.67,.67,CC,6868,0,23,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
40,61,,,3,15,1,6,0,0,3,8,66.67,.67,CC,6868,0,24,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
41,61,,,3,15,1,6,0,1,3,9,0,0,CC,6868,1,25,reporter,uninformative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
42,61,,,3,15,1,6,0,0,3,10,0,0,CC,6868,1,26,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
43,61,,,3,15,1,6,0,0,3,11,66.67,.67,CC,6868,0,27,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
44,61,,,3,15,1,6,1,1,3,12,66.67,.67,CC,6868,1,28,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
45,61,,,3,15,1,6,1,1,3,13,66.67,.67,CC,6868,1,29,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
